Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company,Month,Budget_Planned,Variance,Cost_Per_Click
Men 25-34,Brand Awareness,30 Days,Facebook,0.14,4271.44,6.01,10785,33466,1,Technology,2022-09-10,Pixel Pioneers,Sep,4698.584,427.14400000000023,0.4
Men 18-24,Product Launch,60 Days,Instagram,0.11,12320.14,4.67,32614,98123,7,Home,2022-07-22,Nest Neat,Jul,13552.154,1232.014000000001,0.38
Men 35-44,Brand Awareness,30 Days,Instagram,0.04,5359.93,7.88,13749,42245,2,Food,2022-11-22,Palate Paradise,Nov,5895.923000000001,535.9930000000004,0.39
Men 35-44,Product Launch,15 Days,Pinterest,0.14,500.0,0.9151859899909152,1091,4535,1,Technology,2022-04-05,Pixel Pioneers,Apr,550.0,50.0,0.46
Men 25-34,Increase Sales,15 Days,Facebook,0.02,2310.55,5.41,5649,18253,4,Technology,2022-10-02,Tech Titans,Oct,2541.6050000000005,231.0550000000003,0.41
Men 25-34,Product Launch,45 Days,Instagram,0.01,8496.95,5.55,22280,67514,7,Technology,2022-08-28,Code Crafters,Aug,9346.645000000002,849.6950000000015,0.38
Women 45-60,Brand Awareness,30 Days,Facebook,0.13,4357.3,0.09,11016,34149,10,Health,2022-12-05,Pulse Point,Dec,4793.030000000001,435.7300000000005,0.4
Women 25-34,Brand Awareness,15 Days,Instagram,0.03,2374.93,3.49,5806,18718,3,Health,2022-08-19,Aura Align,Aug,2612.4230000000002,237.4930000000004,0.41
Men 35-44,Product Launch,15 Days,Facebook,0.04,2621.9,7.37,6415,20523,10,Technology,2022-12-05,Innovate Infinity,Dec,2884.09,262.19000000000005,0.41
Women 25-34,Market Expansion,45 Days,Instagram,0.14,9391.75,2.76,24681,74625,4,Health,2022-04-10,Well Wish,Apr,10330.925000000001,939.1750000000011,0.38
Women 45-60,Increase Sales,60 Days,Instagram,0.08,14064.72,5.81,36806,110542,4,Home,2022-08-08,Domestic Dream,Aug,15471.192000000001,1406.4720000000016,0.38
Men 35-44,Market Expansion,60 Days,Facebook,0.04,12327.33,1.07,32633,98180,8,Food,2022-01-31,Savor Street,Jan,13560.063000000002,1232.733000000002,0.38
Men 45-60,Increase Sales,30 Days,Pinterest,0.12,5915.34,1.2834053531513223,8968,30184,1,Home,2022-10-05,Nest Neat,Oct,6506.874000000001,591.5340000000006,0.66
Men 18-24,Brand Awareness,15 Days,Facebook,0.04,1397.25,6.49,3600,12184,9,Home,2022-07-10,Dwell Delight,Jul,1536.9750000000001,139.72500000000014,0.39
Men 35-44,Brand Awareness,45 Days,Twitter,0.07,8594.79,1.39,22546,68303,5,Fashion,2022-02-02,Chic Couture,Feb,9454.269000000002,859.4790000000012,0.38
Men 25-34,Product Launch,15 Days,Facebook,0.05,2766.89,4.28,6775,21588,4,Home,2022-02-02,Dwell Delight,Feb,3043.579,276.6890000000003,0.41
All Ages,Brand Awareness,60 Days,Pinterest,0.09,11795.97,0.2770582586886559,18349,60728,1,Technology,2022-01-08,Gadget Giants,Jan,12975.567000000001,1179.5970000000016,0.64
Men 45-60,Brand Awareness,45 Days,Pinterest,0.14,10886.24,0.1948345174004097,16893,55990,1,Fashion,2022-06-21,Chic Couture,Jun,11974.864000000001,1088.6240000000016,0.64
Women 35-44,Product Launch,45 Days,Twitter,0.12,9875.11,1.01,26022,78597,4,Fashion,2022-08-02,Attire Artistry,Aug,10862.621000000001,987.5110000000004,0.38
Women 35-44,Increase Sales,60 Days,Pinterest,0.03,11996.84,0.8973112636239051,18653,61719,1,Health,2022-03-23,Elixir Essence,Mar,13196.524000000001,1199.684000000001,0.64
Women 18-24,Product Launch,45 Days,Instagram,0.1,9142.2,4.74,24010,72637,2,Home,2022-06-18,Living Luxe,Jun,10056.420000000002,914.2200000000012,0.38
Women 18-24,Market Expansion,60 Days,Facebook,0.04,13251.55,2.76,34996,105178,5,Home,2022-05-11,Homely Haven,May,14576.705,1325.1550000000007,0.38
Women 35-44,Market Expansion,45 Days,Instagram,0.07,10042.81,0.52,26465,79910,5,Food,2022-07-04,Culinary Quest,Jul,11047.091,1004.2810000000009,0.38
Men 45-60,Brand Awareness,15 Days,Pinterest,0.06,721.83,0.6417026765756613,1409,5568,1,Fashion,2022-01-05,Glam Garments,Jan,794.0130000000001,72.1830000000001,0.51
Men 45-60,Product Launch,45 Days,Instagram,0.1,11023.5,4.22,29131,87808,8,Fashion,2022-03-23,Chic Couture,Mar,12125.85,1102.3500000000004,0.38
Women 35-44,Product Launch,15 Days,Twitter,0.02,500.0,0.63,959,4361,8,Food,2022-05-23,Gastronomy Guild,May,550.0,50.0,0.52
Men 25-34,Brand Awareness,30 Days,Instagram,0.09,4623.55,1.71,11749,36321,3,Fashion,2022-02-16,Attire Artistry,Feb,5085.905000000001,462.3550000000005,0.39
Men 35-44,Brand Awareness,45 Days,Twitter,0.1,8832.61,6.5,23177,70171,2,Health,2022-10-10,Wellness Waves,Oct,9715.871000000001,883.2610000000004,0.38
Men 25-34,Brand Awareness,30 Days,Twitter,0.08,6107.6,2.56,15790,48291,2,Home,2022-05-07,Homely Haven,May,6718.360000000001,610.7600000000002,0.39
All Ages,Product Launch,30 Days,Pinterest,0.12,7494.21,1.3084299700651367,11471,38333,1,Home,2022-05-10,Dwell Delight,May,8243.631000000001,749.4210000000012,0.65
Women 18-24,Brand Awareness,45 Days,Instagram,0.12,10565.81,4.33,27891,84134,5,Fashion,2022-04-24,Trend Tailors,Apr,11622.391,1056.5810000000001,0.38
Women 18-24,Product Launch,60 Days,Instagram,0.02,12258.06,3.91,32454,97648,6,Health,2022-08-28,Fitness Front,Aug,13483.866,1225.8060000000005,0.38
Women 25-34,Product Launch,45 Days,Twitter,0.02,8659.9,4.21,22718,68812,3,Technology,2022-04-15,Innovate Infinity,Apr,9525.890000000001,865.9900000000016,0.38
Men 35-44,Product Launch,15 Days,Pinterest,0.1,3870.5,0.4665303581789626,5688,19504,1,Health,2022-08-16,Fitness Front,Aug,4257.55,387.0500000000002,0.68
Men 35-44,Product Launch,30 Days,Twitter,0.11,7107.52,7.68,18488,56281,2,Fashion,2022-08-21,Runway Rebels,Aug,7818.272000000001,710.7520000000004,0.38
Men 18-24,Product Launch,60 Days,Twitter,0.07,15000.0,3.4,39565,118712,8,Food,2022-05-11,Gastronomy Guild,May,16500.0,1500.0,0.38
Women 25-34,Increase Sales,45 Days,Facebook,0.1,8031.53,6.29,21001,63727,1,Fashion,2022-11-17,Mode Maven,Nov,8834.683,803.1530000000012,0.38
Women 35-44,Product Launch,60 Days,Facebook,0.11,13161.04,5.46,34776,104527,10,Food,2022-07-06,Savor Street,Jul,14477.144000000002,1316.1040000000012,0.38
Women 25-34,Brand Awareness,15 Days,Instagram,0.04,3978.56,7.9,9984,31093,10,Home,2022-10-06,Cozy Corners,Oct,4376.416,397.8560000000002,0.4
Women 18-24,Brand Awareness,60 Days,Instagram,0.14,14544.51,6.76,37712,113224,9,Fashion,2022-12-07,Attire Artistry,Dec,15998.961000000001,1454.451000000001,0.39
Men 45-60,Market Expansion,45 Days,Facebook,0.1,10430.67,6.78,27521,83038,10,Health,2022-05-26,Fitness Front,May,11473.737000000001,1043.067000000001,0.38
Men 35-44,Brand Awareness,60 Days,Facebook,0.1,13005.87,3.13,34392,103389,1,Fashion,2022-11-06,Attire Artistry,Nov,14306.457000000002,1300.5870000000014,0.38
Women 25-34,Increase Sales,60 Days,Facebook,0.1,15000.0,6.36,39242,117756,3,Fashion,2022-12-22,Mode Maven,Dec,16500.0,1500.0,0.38
Women 45-60,Market Expansion,30 Days,Twitter,0.07,6347.64,1.55,16437,50207,5,Food,2022-06-16,Epicurean Edge,Jun,6982.404000000001,634.764000000001,0.39
Men 45-60,Product Launch,60 Days,Facebook,0.02,15000.0,4.47,39120,117393,3,Health,2022-07-09,Vital Vigor,Jul,16500.0,1500.0,0.38
Men 45-60,Market Expansion,15 Days,Facebook,0.06,2401.21,4.91,5871,18910,10,Health,2022-08-06,Vital Vigor,Aug,2641.331,240.1210000000001,0.41
Men 45-60,Increase Sales,45 Days,Pinterest,0.07,10386.67,0.9312732437212244,16093,53385,1,Home,2022-05-20,Space Spruce,May,11425.337000000001,1038.6670000000013,0.65
All Ages,Increase Sales,15 Days,Twitter,0.15,1031.7,6.45,2920,10170,5,Technology,2022-12-04,Quantum Quirks,Dec,1134.8700000000001,103.17000000000007,0.35
Women 25-34,Increase Sales,60 Days,Pinterest,0.11,11583.37,1.0742710546573049,18013,59634,1,Food,2022-09-20,Gastronomy Guild,Sep,12741.707000000002,1158.3370000000014,0.64
Women 45-60,Product Launch,15 Days,Instagram,0.12,2915.13,6.52,7156,22718,9,Fashion,2022-09-16,Mode Maven,Sep,3206.6430000000005,291.5130000000004,0.41
All Ages,Increase Sales,30 Days,Pinterest,0.08,5284.87,0.3771567263439123,7959,26898,1,Health,2022-06-19,Vigor Valley,Jun,5813.357,528.4870000000001,0.66
Women 18-24,Market Expansion,30 Days,Facebook,0.05,7615.92,1.37,19858,60340,2,Technology,2022-07-14,Cyber Circuit,Jul,8377.512,761.5920000000006,0.38
Men 35-44,Increase Sales,15 Days,Instagram,0.08,500.0,5.39,506,3019,9,Technology,2022-01-11,Giga Geeks,Jan,550.0,50.0,0.99
Women 25-34,Brand Awareness,60 Days,Twitter,0.03,14643.9,1.58,37880,113723,10,Home,2022-07-25,Homely Haven,Jul,16108.29,1464.3900000000012,0.39
Men 25-34,Product Launch,30 Days,Instagram,0.08,7013.72,2.96,18236,55535,5,Technology,2022-01-12,Silicon Saga,Jan,7715.092000000001,701.3720000000003,0.38
Men 25-34,Increase Sales,30 Days,Pinterest,0.08,5284.22,0.8973112636239051,7958,26894,1,Food,2022-05-25,Nosh Nirvana,May,5812.642000000001,528.4220000000005,0.66
Men 18-24,Increase Sales,30 Days,Facebook,0.01,5283.37,4.5,13547,41647,10,Food,2022-09-13,Culinary Quest,Sep,5811.707,528.3370000000004,0.39
Women 25-34,Brand Awareness,45 Days,Facebook,0.02,8009.47,7.89,20941,63548,1,Home,2022-12-27,Hearth Harmony,Dec,8810.417000000001,800.947000000001,0.38
Women 45-60,Brand Awareness,60 Days,Instagram,0.07,12836.85,2.83,33968,102134,9,Home,2022-03-28,Dwell Delight,Mar,14120.535000000002,1283.6850000000013,0.38
Men 18-24,Market Expansion,60 Days,Facebook,0.02,15000.0,5.35,38906,116761,5,Technology,2022-02-15,Gadget Giants,Feb,16500.0,1500.0,0.39
Women 25-34,Brand Awareness,30 Days,Instagram,0.07,5498.02,5.48,14127,43366,8,Fashion,2022-12-05,Silk & Style,Dec,6047.822000000001,549.8020000000006,0.39
Men 25-34,Brand Awareness,30 Days,Twitter,0.06,6601.75,1.58,17113,52208,9,Health,2022-02-01,Vigor Valley,Feb,7261.925,660.1750000000002,0.39
Men 25-34,Brand Awareness,15 Days,Pinterest,0.14,3202.32,0.2287964974977288,4639,16086,1,Health,2022-02-05,Heal Hub,Feb,3522.5520000000006,320.2320000000004,0.69
Women 35-44,Increase Sales,60 Days,Pinterest,0.02,11753.79,0.0536241791010301,18281,60506,1,Health,2022-04-02,Fitness Front,Apr,12929.169000000002,1175.3790000000008,0.64
Women 25-34,Market Expansion,45 Days,Instagram,0.1,9017.46,2.9,23676,71649,5,Health,2022-11-06,Elixir Essence,Nov,9919.206,901.746000000001,0.38
Men 25-34,Increase Sales,60 Days,Instagram,0.14,15000.0,5.22,39681,119056,7,Health,2022-10-10,Aura Align,Oct,16500.0,1500.0,0.38
Men 25-34,Brand Awareness,15 Days,Pinterest,0.02,1127.85,0.7149890546804025,1816,6897,1,Home,2022-06-16,Living Luxe,Jun,1240.635,112.78500000000008,0.62
All Ages,Increase Sales,60 Days,Instagram,0.04,12433.69,4.11,32914,99013,3,Technology,2022-03-15,NexGen Nerds,Mar,13677.059000000001,1243.3690000000006,0.38
Men 35-44,Brand Awareness,45 Days,Twitter,0.15,10149.39,3.3,26766,80802,2,Fashion,2022-12-20,Runway Rebels,Dec,11164.329,1014.9390000000003,0.38
Men 45-60,Market Expansion,45 Days,Pinterest,0.04,9523.52,0.5094297014597868,14709,48877,1,Health,2022-12-12,Fitness Front,Dec,10475.872000000001,952.3520000000008,0.65
Women 25-34,Brand Awareness,60 Days,Twitter,0.09,11595.6,1.15,30704,92467,3,Food,2022-08-27,Palate Paradise,Aug,12755.160000000002,1159.5600000000013,0.38
Women 35-44,Market Expansion,45 Days,Twitter,0.11,8157.7,4.64,21348,64753,5,Health,2022-08-21,Fitness Front,Aug,8973.470000000001,815.7700000000013,0.38
Men 25-34,Increase Sales,45 Days,Pinterest,0.05,9174.11,0.4665303581789626,14155,47073,1,Food,2022-06-29,Savor Street,Jun,10091.521,917.4110000000001,0.65
Men 25-34,Market Expansion,30 Days,Facebook,0.02,7412.2,4.12,19300,58686,8,Technology,2022-05-31,Cyber Circuit,May,8153.42,741.2200000000003,0.38
Men 35-44,Product Launch,60 Days,Twitter,0.11,13378.55,4.95,35296,106069,6,Technology,2022-06-18,Silicon Saga,Jun,14716.405,1337.8550000000014,0.38
Women 25-34,Product Launch,15 Days,Instagram,0.05,4068.82,1.83,10228,31814,9,Health,2022-04-15,Wellness Waves,Apr,4475.702,406.88200000000006,0.4
Men 45-60,Market Expansion,45 Days,Facebook,0.12,9368.39,1.06,24612,74420,9,Fashion,2022-08-09,Style Sphere,Aug,10305.229,936.8389999999999,0.38
Women 25-34,Market Expansion,15 Days,Twitter,0.03,1218.66,7.84,3260,11175,9,Health,2022-03-06,Vigor Valley,Mar,1340.5260000000003,121.86600000000021,0.37
All Ages,Increase Sales,45 Days,Facebook,0.03,9684.14,6.71,25494,77033,6,Home,2022-09-01,Cozy Corners,Sep,10652.554,968.4140000000007,0.38
Men 45-60,Product Launch,60 Days,Pinterest,0.04,15000.0,0.0339619800973191,23060,76070,1,Health,2022-07-22,Well Wish,Jul,16500.0,1500.0,0.65
Women 25-34,Market Expansion,30 Days,Facebook,0.12,6816.94,0.98,17700,53947,4,Home,2022-02-10,Space Spruce,Feb,7498.634,681.6940000000004,0.39
Men 25-34,Increase Sales,60 Days,Twitter,0.13,12410.15,7.39,32855,98838,6,Technology,2022-08-27,Silicon Saga,Aug,13651.165,1241.0150000000012,0.38
Women 35-44,Increase Sales,60 Days,Facebook,0.13,15000.0,4.13,38641,115975,7,Health,2022-08-05,Vital Vigor,Aug,16500.0,1500.0,0.39
Men 35-44,Product Launch,15 Days,Twitter,0.03,500.0,2.56,1475,5890,4,Fashion,2022-10-03,Style Sphere,Oct,550.0,50.0,0.34
Women 18-24,Market Expansion,30 Days,Pinterest,0.09,4985.64,1.1958191939529732,7476,25327,1,Food,2022-06-21,Bistro Bliss,Jun,5484.204000000001,498.5640000000003,0.67
Men 25-34,Brand Awareness,60 Days,Pinterest,0.08,13036.5,0.4146936517146334,20243,66896,1,Fashion,2022-04-28,Vogue Visions,Apr,14340.150000000001,1303.6500000000015,0.64
Men 35-44,Product Launch,30 Days,Facebook,0.12,5300.77,6.59,13597,41794,4,Fashion,2022-07-31,Runway Rebels,Jul,5830.847000000001,530.0770000000002,0.39
Women 35-44,Brand Awareness,60 Days,Instagram,0.1,11789.26,3.88,31223,94002,8,Health,2022-08-30,Balance Beam,Aug,12968.186000000002,1178.9260000000013,0.38
Men 25-34,Increase Sales,45 Days,Twitter,0.14,7913.72,6.06,20676,62763,8,Food,2022-05-09,Gourmet Grove,May,8705.092,791.3720000000003,0.38
Men 35-44,Product Launch,45 Days,Twitter,0.1,10884.18,2.45,28759,86705,2,Food,2022-10-07,Palate Paradise,Oct,11972.598000000002,1088.4180000000015,0.38
Men 35-44,Product Launch,30 Days,Facebook,0.04,4981.91,4.32,12720,39198,10,Technology,2022-02-27,Giga Geeks,Feb,5480.101000000001,498.1910000000007,0.39
Women 45-60,Product Launch,45 Days,Twitter,0.06,11222.62,2.31,29690,89462,6,Technology,2022-11-03,Silicon Saga,Nov,12344.882000000001,1122.2620000000006,0.38
All Ages,Increase Sales,30 Days,Twitter,0.1,4578.51,1.97,11625,35953,5,Food,2022-02-08,Gourmet Grove,Feb,5036.361000000001,457.85100000000057,0.39
Women 25-34,Increase Sales,15 Days,Pinterest,0.05,500.0,1.113595452664727,858,3774,1,Food,2022-07-13,Gastronomy Guild,Jul,550.0,50.0,0.58
Men 35-44,Increase Sales,30 Days,Facebook,0.08,4364.07,3.68,11032,34198,5,Health,2022-10-03,Heal Hub,Oct,4800.477,436.40700000000015,0.4
All Ages,Market Expansion,15 Days,Twitter,0.03,500.0,1.63,2020,7502,1,Health,2022-09-06,Wellness Waves,Sep,550.0,50.0,0.25
Men 35-44,Brand Awareness,60 Days,Instagram,0.14,15000.0,2.03,38632,115950,2,Home,2022-03-12,Domestic Dream,Mar,16500.0,1500.0,0.39
Women 35-44,Market Expansion,60 Days,Twitter,0.03,12202.51,5.17,32308,97216,9,Food,2022-05-12,Dine Divine,May,13422.761,1220.2510000000002,0.38
Men 45-60,Brand Awareness,45 Days,Twitter,0.14,8967.58,3.49,23539,71243,10,Technology,2022-05-20,Giga Geeks,May,9864.338000000002,896.7580000000016,0.38
Men 35-44,Brand Awareness,45 Days,Pinterest,0.11,8495.45,0.874074119346792,13082,43580,1,Food,2022-01-16,Culinary Quest,Jan,9344.995,849.5450000000001,0.65
Men 25-34,Product Launch,45 Days,Twitter,0.1,10896.95,4.74,28793,86805,6,Health,2022-10-22,Balance Beam,Oct,11986.645000000002,1089.6950000000015,0.38
Women 18-24,Product Launch,60 Days,Facebook,0.07,13864.82,4.49,36385,109293,8,Food,2022-03-23,Gastronomy Guild,Mar,15251.302000000001,1386.4820000000018,0.38
Men 25-34,Brand Awareness,30 Days,Pinterest,0.06,4859.61,0.6434901492123623,7277,24677,1,Fashion,2022-04-03,Mode Maven,Apr,5345.571,485.96100000000024,0.67
All Ages,Increase Sales,30 Days,Instagram,0.02,6993.96,5.08,18188,55392,8,Technology,2022-04-16,Cyber Circuit,Apr,7693.356000000001,699.3960000000006,0.38
Men 18-24,Product Launch,15 Days,Pinterest,0.03,3466.21,1.381716348169878,5046,17414,1,Food,2022-10-15,Dine Divine,Oct,3812.831,346.6210000000001,0.69
Women 25-34,Market Expansion,45 Days,Instagram,0.07,9571.41,0.19,25179,76101,7,Fashion,2022-01-20,Glam Garments,Jan,10528.551000000001,957.1410000000014,0.38
Men 45-60,Increase Sales,15 Days,Instagram,0.09,500.0,6.48,1271,5286,5,Home,2022-03-05,Hearth Harmony,Mar,550.0,50.0,0.39
Men 25-34,Product Launch,15 Days,Twitter,0.05,2345.91,4.2,5736,18509,6,Health,2022-07-19,Heal Hub,Jul,2580.501,234.59100000000035,0.41
All Ages,Product Launch,15 Days,Instagram,0.12,500.0,5.51,1571,6174,8,Health,2022-04-13,Wellness Waves,Apr,550.0,50.0,0.32
Women 35-44,Product Launch,15 Days,Pinterest,0.1,2975.42,0.023237144277113,4295,14967,1,Home,2022-10-01,Living Luxe,Oct,3272.9620000000004,297.54200000000037,0.69
Men 45-60,Product Launch,45 Days,Facebook,0.09,9088.91,6.4,23862,72201,7,Home,2022-09-18,Domestic Dream,Sep,9997.801000000001,908.8910000000014,0.38
All Ages,Brand Awareness,45 Days,Pinterest,0.1,10325.26,0.6685147661261764,15995,53065,1,Technology,2022-07-07,Innovate Infinity,Jul,11357.786000000002,1032.5260000000017,0.65
Women 35-44,Increase Sales,45 Days,Twitter,0.07,7968.26,3.04,20825,63204,7,Home,2022-09-24,Living Luxe,Sep,8765.086000000001,796.8260000000009,0.38
All Ages,Product Launch,60 Days,Instagram,0.13,12063.94,0.56,31932,96105,4,Technology,2022-09-02,Quantum Quirks,Sep,13270.334,1206.3940000000002,0.38
Women 18-24,Brand Awareness,45 Days,Instagram,0.09,10856.5,0.13,28686,86487,10,Food,2022-01-27,Gourmet Grove,Jan,11942.150000000001,1085.6500000000015,0.38
All Ages,Increase Sales,60 Days,Twitter,0.1,14090.67,5.85,36862,110705,9,Home,2022-08-06,Living Luxe,Aug,15499.737000000001,1409.067000000001,0.38
Women 35-44,Brand Awareness,45 Days,Facebook,0.06,9964.21,0.2,26252,79279,10,Home,2022-10-07,Living Luxe,Oct,10960.631,996.4210000000003,0.38
Women 35-44,Brand Awareness,60 Days,Instagram,0.07,11777.85,5.53,31192,93911,2,Health,2022-09-21,Balance Beam,Sep,12955.635000000002,1177.7850000000017,0.38
Women 18-24,Increase Sales,15 Days,Twitter,0.13,1278.78,4.31,3369,11499,10,Technology,2022-07-20,Giga Geeks,Jul,1406.6580000000001,127.87800000000016,0.38
All Ages,Brand Awareness,45 Days,Facebook,0.15,9150.34,3.8,24035,72712,1,Food,2022-06-23,Savor Street,Jun,10065.374000000002,915.0340000000015,0.38
Women 45-60,Brand Awareness,15 Days,Pinterest,0.13,1871.49,0.0518367064643291,2699,9772,1,Food,2022-03-09,Savor Street,Mar,2058.639,187.14900000000011,0.69
Men 45-60,Brand Awareness,15 Days,Twitter,0.07,3626.83,7.65,9028,28261,9,Food,2022-09-24,Epicurean Edge,Sep,3989.5130000000004,362.68300000000045,0.4
All Ages,Market Expansion,15 Days,Twitter,0.02,1898.41,6.64,4663,15332,3,Home,2022-12-28,Furnish Fine,Dec,2088.251,189.84100000000012,0.41
Men 35-44,Brand Awareness,30 Days,Pinterest,0.12,5490.01,0.7525259800511237,8284,27957,1,Home,2022-12-31,Nest Neat,Dec,6039.011,549.0010000000002,0.66
Women 45-60,Brand Awareness,45 Days,Pinterest,0.06,10196.03,0.5201545372799928,15791,52399,1,Health,2022-07-16,Heal Hub,Jul,11215.633000000002,1019.603000000001,0.65
Women 25-34,Increase Sales,45 Days,Pinterest,0.14,9453.73,0.1769597910333996,14593,48500,1,Home,2022-02-05,Living Luxe,Feb,10399.103000000001,945.3730000000014,0.65
Men 45-60,Product Launch,45 Days,Facebook,0.06,8110.39,0.45,21216,64363,3,Home,2022-10-10,Hearth Harmony,Oct,8921.429000000002,811.0390000000016,0.38
All Ages,Product Launch,45 Days,Pinterest,0.06,9657.18,0.6363402586655582,14928,49589,1,Home,2022-12-02,Nest Neat,Dec,10622.898000000001,965.7180000000008,0.65
All Ages,Brand Awareness,30 Days,Instagram,0.08,6006.08,1.07,15518,47484,9,Technology,2022-10-21,NexGen Nerds,Oct,6606.688,600.6080000000002,0.39
All Ages,Product Launch,30 Days,Twitter,0.01,7391.3,0.4,19244,58522,6,Fashion,2022-10-31,Glam Garments,Oct,8130.430000000001,739.130000000001,0.38
Men 18-24,Brand Awareness,30 Days,Instagram,0.14,6637.38,1.64,17207,52487,7,Health,2022-02-26,Pulse Point,Feb,7301.118,663.7380000000003,0.39
Women 18-24,Product Launch,30 Days,Pinterest,0.03,4547.12,1.415678328267197,6777,23048,1,Home,2022-08-27,Space Spruce,Aug,5001.832,454.71200000000044,0.67
Men 35-44,Increase Sales,15 Days,Instagram,0.13,2889.95,6.52,7090,22522,7,Technology,2022-07-09,Quantum Quirks,Jul,3178.945,288.99500000000035,0.41
Men 25-34,Brand Awareness,60 Days,Twitter,0.05,15000.0,2.37,38666,116048,1,Home,2022-02-22,Living Luxe,Feb,16500.0,1500.0,0.39
Men 25-34,Brand Awareness,45 Days,Facebook,0.1,9858.69,1.5,25977,78466,4,Technology,2022-08-01,Cyber Circuit,Aug,10844.559000000001,985.8690000000006,0.38
Men 25-34,Market Expansion,60 Days,Facebook,0.15,11502.98,0.48,30448,91708,1,Food,2022-05-23,Feast Flavors,May,12653.278,1150.2980000000007,0.38
Women 35-44,Product Launch,15 Days,Instagram,0.06,4021.21,2.99,10094,31419,8,Home,2022-03-20,Nest Neat,Mar,4423.331,402.1210000000001,0.4
Women 45-60,Market Expansion,45 Days,Pinterest,0.06,8232.47,0.1322729751158744,12656,42192,1,Fashion,2022-10-29,Vogue Visions,Oct,9055.717,823.2470000000012,0.65
Women 35-44,Brand Awareness,60 Days,Twitter,0.07,12417.71,5.5,32874,98893,8,Health,2022-11-28,Pulse Point,Nov,13659.481,1241.7710000000006,0.38
Men 25-34,Market Expansion,30 Days,Instagram,0.11,6090.78,1.44,15747,48164,1,Technology,2022-10-17,Quantum Quirks,Oct,6699.858,609.0780000000004,0.39
Men 18-24,Market Expansion,30 Days,Twitter,0.07,5089.69,4.43,13019,40083,4,Fashion,2022-01-25,Glam Garments,Jan,5598.659,508.96900000000005,0.39
Women 35-44,Product Launch,15 Days,Pinterest,0.04,978.06,0.019662199003711,1657,6377,1,Technology,2022-04-02,Silicon Saga,Apr,1075.866,97.80600000000004,0.59
Men 45-60,Brand Awareness,30 Days,Twitter,0.14,7580.69,3.26,19765,60064,10,Technology,2022-01-26,Giga Geeks,Jan,8338.759,758.0690000000004,0.38
All Ages,Market Expansion,30 Days,Twitter,0.06,6123.01,5.54,15829,48407,3,Technology,2022-01-29,Gadget Giants,Jan,6735.311000000001,612.3010000000004,0.39
Men 25-34,Increase Sales,45 Days,Instagram,0.05,10702.25,3.06,28271,85258,8,Fashion,2022-08-07,Runway Rebels,Aug,11772.475,1070.2250000000004,0.38
All Ages,Increase Sales,15 Days,Pinterest,0.01,3919.11,0.0840112139249472,5766,19759,1,Fashion,2022-06-08,Runway Rebels,Jun,4311.021000000001,391.9110000000005,0.68
Men 45-60,Increase Sales,30 Days,Twitter,0.14,6037.32,4.03,15602,47734,6,Home,2022-08-14,Space Spruce,Aug,6641.052000000001,603.7320000000009,0.39
Men 35-44,Product Launch,15 Days,Twitter,0.14,2771.42,5.47,6785,21618,10,Food,2022-10-02,Nosh Nirvana,Oct,3048.5620000000004,277.1420000000003,0.41
Women 25-34,Brand Awareness,15 Days,Facebook,0.05,1462.5,6.31,3731,12571,8,Food,2022-03-23,Feast Flavors,Mar,1608.7500000000002,146.25000000000023,0.39
Women 45-60,Increase Sales,45 Days,Instagram,0.09,8988.95,5.69,23597,71415,1,Home,2022-04-18,Hearth Harmony,Apr,9887.845000000001,898.8950000000004,0.38
Women 25-34,Increase Sales,30 Days,Pinterest,0.15,6922.67,0.7292888357740106,10566,35385,1,Home,2022-05-31,Cozy Corners,May,7614.937000000001,692.2670000000007,0.66
Women 35-44,Product Launch,45 Days,Pinterest,0.09,10087.78,0.3557070547035003,15618,51835,1,Food,2022-04-04,Gastronomy Guild,Apr,11096.558,1008.7780000000002,0.65
Women 35-44,Increase Sales,15 Days,Pinterest,0.1,1469.99,1.2208438108667874,2200,8146,1,Home,2022-11-28,Decor Dreams,Nov,1616.989,146.99900000000002,0.67
Men 45-60,Market Expansion,15 Days,Pinterest,0.03,4016.99,0.1769597910333996,5922,20265,1,Food,2022-05-05,Savor Street,May,4418.689,401.6990000000005,0.68
Women 25-34,Product Launch,45 Days,Instagram,0.08,11011.11,2.08,29097,87707,4,Health,2022-12-13,Vigor Valley,Dec,12112.221000000001,1101.1110000000008,0.38
Women 45-60,Product Launch,60 Days,Instagram,0.11,14745.15,6.6,38037,114187,3,Fashion,2022-02-13,Chic Couture,Feb,16219.665,1474.5150000000012,0.39
Women 18-24,Product Launch,30 Days,Facebook,0.14,6898.63,4.72,17921,54602,4,Fashion,2022-08-14,Style Sphere,Aug,7588.493,689.8630000000003,0.38
Women 25-34,Product Launch,15 Days,Instagram,0.1,2138.84,1.86,5235,17025,1,Technology,2022-08-21,Code Crafters,Aug,2352.724,213.88400000000001,0.41
Men 18-24,Brand Awareness,15 Days,Pinterest,0.04,500.0,0.0786487960148442,609,2965,1,Food,2022-09-16,Culinary Quest,Sep,550.0,50.0,0.82
Men 25-34,Increase Sales,15 Days,Pinterest,0.11,500.0,0.7686132337814326,1001,4243,1,Technology,2022-08-30,NexGen Nerds,Aug,550.0,50.0,0.5
